sqft_living,sqft_lot,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated
1740,8750,0,0,4,1740,0,1959,0
2160,4333,0,0,4,1260,900,1942,1982
1480,6978,0,0,4,1480,0,1949,1985
2260,280962,0,2,3,1890,370,2005,0
3910,59863,0,0,4,2490,1420,1987,0
1700,20283,0,0,3,1340,360,1965,1993
4470,35124,0,0,3,4470,0,1984,0
1800,6000,0,0,5,900,900,1905,0
1630,1677,0,0,3,1630,0,2007,0
1030,9834,0,0,3,1030,0,1969,2010
720,5100,0,0,3,720,0,1907,1983
1890,43560,0,0,4,1890,0,1974,0
1840,5550,0,0,3,1840,0,2004,2003
2540,8400,0,0,5,2540,0,1977,0
3520,3944,0,0,5,2200,1320,1913,0
3220,7875,0,0,4,3220,0,1966,0
1820,5000,0,0,4,1720,100,1941,1998
1230,9600,0,0,4,1230,0,1984,0
1340,8505,0,0,3,1340,0,1931,0
1200,13100,0,0,3,1200,0,1943,2002
1390,18200,0,0,4,1390,0,1962,0
1730,3884,0,0,5,1060,670,1924,1956
1580,39189,0,0,3,1180,400,1992,0
3520,4895,0,0,3,1980,1540,1954,2005
2650,30500,0,0,4,1680,970,1960,2001
1310,12750,0,0,3,1310,0,1993,0
2300,7989,0,0,3,2300,0,1990,2009
1780,7280,0,2,3,1340,440,1972,2002
1980,2850,0,0,3,1980,0,1987,2000
1300,1676,0,2,3,1300,0,1943,2002
3500,10155,0,0,3,2570,930,1996,0
1830,8004,0,0,3,1200,630,1960,2012
1520,1245,0,0,3,1520,0,2004,2003
2700,37011,0,0,3,2700,0,1984,0
2810,18731,1,4,4,2810,0,1974,0
1660,6263,0,0,3,1660,0,2003,0
1310,6738,0,0,4,1310,0,1990,0
2960,6000,0,0,3,2960,0,2014,0
2242,4995,0,0,3,2242,0,2011,0
2540,4775,0,0,3,2540,0,2006,0
1420,1192,0,0,3,1140,280,2008,0
1270,2356,0,0,3,1270,0,2012,1912
1300,907,0,0,3,1000,300,2006,0
3190,7081,0,2,3,1890,1300,2013,1923
2910,5027,0,0,3,2040,870,2013,1923
1630,3817,0,0,3,1630,0,2005,0
2300,8214,0,0,3,2300,0,2013,1923
3310,5300,0,2,3,2440,870,2008,0
940,1768,0,0,3,940,0,2009,0
1020,1350,0,0,3,1020,0,2009,0
1520,6380,0,0,3,790,730,1948,1994
2330,5000,0,0,4,1510,820,1929,0
1010,9600,0,0,4,1010,0,1962,0
1070,8000,0,0,3,1070,0,1977,2004
3170,12750,0,0,3,2360,810,1995,0
3030,3841,0,0,3,3030,0,2005,0
2270,100545,0,0,3,2270,0,1998,2006
2341,9594,0,0,3,2341,0,1997,0
2130,6150,0,2,5,1530,600,1908,0
2300,35722,0,0,3,2300,0,1984,0
1660,11783,0,0,4,1160,500,1978,2000
2610,8760,0,0,4,1760,850,1978,2000
2150,7007,0,0,3,2150,0,1954,2005
2410,64073,0,0,4,1820,590,1976,1992
1580,3680,0,2,3,1280,300,1941,1994
1740,30886,0,0,3,1740,0,1992,0
1270,5000,0,0,3,1090,180,1949,1998
2550,6000,0,0,5,1860,690,1902,0
1860,15559,0,0,4,1860,0,1963,0
2700,27072,0,0,3,1380,1320,1958,2004
1460,8710,0,0,3,1460,0,1955,2005
1330,13102,0,0,3,1330,0,1968,1997
2070,4132,0,0,3,2070,0,1999,0
1360,10726,0,0,4,1360,0,1966,0
2650,18295,0,0,3,2650,0,1986,0
3580,35261,0,0,3,3580,0,1985,0
2034,13392,1,4,5,1159,875,1947,0
1230,11413,0,0,3,990,240,1984,0
2450,55387,0,0,3,2450,0,1994,0
2840,8346,0,0,5,1420,1420,1961,0
3820,53574,0,0,3,3820,0,1994,0
2740,5925,0,2,3,2740,0,1913,1992
2090,5289,0,0,3,2090,0,1989,0
6390,13180,0,0,3,4560,1830,1940,1996
2470,5080,0,0,3,1970,500,1948,1988
1720,4080,0,0,4,960,760,1924,0
3090,9571,0,0,3,2370,720,2004,2003
2320,3825,0,0,5,1820,500,1926,0
1740,7700,0,0,5,1740,0,1968,0
2950,4502,0,0,3,2950,0,2005,0
4810,28008,0,0,3,4810,0,1990,2009
1500,5412,0,0,5,900,600,1920,0
1810,100188,0,0,5,1810,0,1969,0
1100,4128,0,0,4,720,380,1942,1982
1490,7435,0,0,3,1120,370,1969,2010
1200,1259,0,0,3,1000,200,2013,1923
1890,8505,0,0,3,1290,600,1980,0
2200,9840,0,0,5,1500,700,1978,0
2510,7992,0,0,3,1610,900,1978,0
1420,1309,0,0,3,1420,0,2006,0
2000,9900,0,2,4,1480,520,1957,2001
1460,9052,0,2,5,1460,0,1900,0
3220,22588,0,0,3,3220,0,1996,0
1310,8454,0,0,4,1310,0,1953,1983
690,5280,0,0,4,690,0,1942,1982
1150,10466,0,0,5,1150,0,1959,0
1480,7284,0,0,3,970,510,1963,2008
1850,6000,0,0,4,1270,580,1944,0
1930,4500,0,0,3,1930,0,1990,2009
750,5120,0,0,4,750,0,1941,1998
1430,2003,0,0,3,980,450,1996,0
1840,11440,0,0,4,1340,500,1977,0
1300,14350,0,0,3,1300,0,1955,2013
1050,7577,0,0,3,1050,0,1983,2009
2210,9371,0,0,4,2210,0,1968,0
3220,15600,0,0,5,1680,1540,1973,0
4620,20793,0,0,4,4620,0,1991,0
1760,6204,0,2,4,1180,580,1950,1983
850,6906,0,0,3,850,0,1948,1994
4690,14930,0,2,3,3680,1010,1995,0
3920,37122,0,0,3,3920,0,1996,0
2140,3821,0,0,3,2140,0,2005,0
1180,9265,0,0,3,1180,0,1940,1996
2360,11375,0,0,4,1180,1180,1962,0
3060,9950,0,2,4,1810,1250,1930,0
1670,7881,0,0,4,1190,480,1977,0
1820,5756,0,0,3,1640,180,1946,0
1970,9607,0,0,3,1090,880,1988,2000
930,747,0,0,3,630,300,2007,0
2300,5611,0,0,3,2300,0,2004,2003
2590,18980,0,0,4,2590,0,1976,1992
1450,8450,0,0,3,1450,0,1960,2012
1540,5120,0,0,5,770,770,1943,0
2730,22572,0,0,3,2080,650,1968,1992
880,18205,0,0,4,880,0,1945,0
3190,8195,0,0,3,3190,0,2006,0
1330,7600,0,0,4,1330,0,1968,0
1500,7200,0,0,3,1500,0,1957,2000
740,7680,0,0,4,740,0,1922,0
2560,5606,0,0,3,2560,0,2004,2003
2540,4750,0,0,5,1840,700,1930,0
3200,203425,0,0,3,3200,0,2000,0
3330,4000,0,0,3,1790,1540,1958,2004
900,5220,0,0,4,900,0,1956,0
1600,6180,0,0,3,1600,0,1946,0
970,5500,0,0,3,970,0,1956,2001
1130,2640,0,0,4,1130,0,1927,0
650,5400,0,0,3,650,0,1950,2005
2400,5000,0,0,4,1440,960,1926,1993
2280,6031,0,0,3,2280,0,2011,0
3550,13900,0,0,3,1830,1720,2010,0
2050,2772,0,0,3,2050,0,2012,1912
830,1119,0,0,3,830,0,2005,0
2440,4850,0,0,3,2440,0,2013,1923
1600,1936,0,0,3,1600,0,2007,0
3190,31450,0,0,3,3190,0,2010,0
2550,4000,0,0,3,2370,180,1905,2010
2180,7508,0,0,4,1420,760,1962,0
1410,9600,0,0,4,1410,0,1983,0
1410,5760,0,0,3,1410,0,1985,0
2340,8548,0,0,3,2340,0,1993,0
1320,9000,0,0,3,1320,0,1966,1963
3990,13470,0,0,3,3990,0,2006,0
1270,7566,0,0,4,1270,0,1958,1972
4380,47044,1,3,3,3720,660,1968,1990
4250,8570,0,0,3,4250,0,2004,2003
1860,8060,0,0,4,1860,0,1987,0
3770,37034,0,0,3,2830,940,1989,0
1530,8890,0,0,3,980,550,1925,2002
3570,8250,0,0,3,2860,710,2013,1923
1740,5719,0,0,3,1740,0,1955,2005
1670,8364,0,0,4,1300,370,1990,0
1570,9415,0,0,4,1570,0,1984,0
1590,1845,0,0,3,1590,0,1997,0
2980,5377,0,0,3,2980,0,2006,0
2690,4736,0,0,3,2690,0,2001,0
900,2910,0,0,5,900,0,1924,1956
1440,3700,0,0,3,1200,240,1914,1996
3000,10392,0,0,3,3000,0,1995,0
1640,18144,0,0,3,1640,0,1942,1999
3100,10200,0,4,3,1660,1440,1970,2014
4000,15253,0,0,3,4000,0,2007,0
2020,48693,0,0,3,2020,0,1949,1998
1840,5000,0,0,5,1340,500,1915,0
2100,9984,0,0,4,1290,810,1973,0
2460,11250,0,0,4,2460,0,1959,0
2610,7510,0,0,3,2610,0,1996,0
1460,6377,0,0,3,1460,0,1995,0
1050,8498,0,0,3,1050,0,1958,2004
1790,8144,0,0,3,1790,0,1989,0
2180,3375,0,0,4,1420,760,1926,1993
2050,9583,0,2,3,1770,280,1965,1993
2790,19439,0,3,5,1500,1290,1973,0
1700,3333,0,0,3,1100,600,1924,2011
2380,6832,0,0,3,2380,0,2002,0
2000,4211,0,2,4,1280,720,1908,0
1670,4008,0,0,3,1670,0,2005,0
1190,4750,0,0,3,970,220,1940,1996
3040,28535,0,0,3,1890,1150,1951,1994
780,3475,0,0,4,780,0,1930,0
2330,11740,0,0,3,1330,1000,1954,2005
2840,4000,0,0,5,1960,880,1912,0
2490,5170,0,0,4,2490,0,2000,0
770,4840,0,0,4,770,0,1927,0
1850,16960,0,2,4,1850,0,1953,1983
1090,3264,0,0,4,1090,0,1969,0
1780,5336,0,0,5,930,850,1918,0
930,29258,0,0,3,930,0,1941,1994
2770,5686,0,0,3,2770,0,2004,2003
1250,6180,0,0,3,1250,0,1955,2005
1830,6136,0,0,3,1830,0,1990,2009
870,5400,0,0,3,870,0,1950,2007
1150,8450,0,0,4,1150,0,1951,1999
4500,9648,0,4,4,3000,1500,1968,0
1150,4800,0,0,4,1150,0,1938,0
2000,3672,0,0,5,1650,350,1926,0
1900,8240,0,0,2,1200,700,1964,0
1640,10695,0,2,3,1640,0,1975,0
2680,4775,0,2,5,1880,800,1913,0
2420,7307,0,0,3,2420,0,1998,2006
1790,7650,0,3,3,1790,0,1978,0
3920,12415,0,0,3,3920,0,1997,0
1640,8400,0,0,3,1180,460,1968,1997
890,8400,0,0,4,890,0,1954,1979
1910,16532,0,0,4,1420,490,1940,2001
2140,7910,0,0,3,1070,1070,1962,2003
2030,17100,0,0,4,2030,0,1953,1983
4225,284011,0,0,4,4225,0,1985,0
2680,9162,0,0,3,1570,1110,1978,0
2030,3974,0,0,3,2030,0,1994,0
5850,22885,0,2,4,4670,1180,1978,2000
2060,8398,0,0,3,1260,800,1962,2003
1060,3036,0,0,4,1060,0,1943,0
1010,8184,0,0,4,1010,0,1947,1988
3310,127631,0,0,5,3310,0,1924,1956
2000,10051,0,0,3,2000,0,1997,0
3070,8086,0,0,3,3070,0,2005,0
1270,1406,0,0,3,1060,210,2014,0
3110,49765,0,0,4,3110,0,1958,1972
2110,18815,0,0,5,2110,0,1979,0
1400,11400,0,0,3,1400,0,1984,0
2310,5650,0,2,3,1330,980,1952,2012
2700,16570,0,0,4,1750,950,1967,0
2370,15512,0,0,4,2370,0,1981,0
2760,6000,0,0,5,2230,530,1942,0
1610,6300,0,0,3,1010,600,1941,1994
1230,8250,0,0,3,1230,0,1966,1963
1900,11165,0,0,4,1900,0,1959,0
1580,8184,0,0,3,1140,440,1954,2005
1940,2885,0,2,3,1940,0,1900,2005
1620,6000,0,0,5,1040,580,1947,0
1940,5458,0,0,3,1940,0,1994,0
1230,8750,0,0,3,1230,0,1965,1993
3160,5000,0,2,3,2180,980,2005,0
2700,21208,0,0,4,1950,750,1955,2009
1880,6200,0,2,5,1440,440,1954,0
890,8100,0,0,3,890,0,1942,1999
1720,3676,0,0,3,1720,0,1992,0
1620,7686,0,0,3,1620,0,1989,0
1380,4390,0,0,4,880,500,1931,0
1870,9000,0,0,5,1870,0,1958,0
1970,22144,0,0,4,1970,0,1970,0
1110,8593,0,0,3,1110,0,1979,2014
1190,6833,0,0,3,1190,0,1995,0
1150,11802,0,0,4,1150,0,1932,1958
2890,6825,0,0,3,1560,1330,1973,2013
1500,13430,0,0,3,1500,0,1977,2004
1950,2617,0,0,4,1250,700,1910,0
1250,7700,0,0,5,1250,0,1968,0
2070,5415,0,0,3,2070,0,1996,0
4660,17398,0,2,3,4660,0,2003,0
1350,1493,0,0,3,1050,300,2007,0
1800,2790,0,0,3,1800,0,2011,0
1481,2820,0,0,3,1481,0,2012,1912
1730,3600,0,0,3,1730,0,2014,0
2720,4613,0,0,3,2720,0,2005,0
2320,2267,0,0,3,2320,0,2009,0
1860,3730,0,0,3,1860,0,2012,1912
2025,7760,0,0,3,2025,0,2007,0
1400,1312,0,0,3,1400,0,2007,0
2620,5477,0,0,3,2620,0,2009,0
2450,2691,0,0,3,1750,700,1915,0
1590,1102,0,0,3,1590,0,2010,0
2085,174240,0,0,3,1610,475,1964,2000
3450,7832,0,0,3,3450,0,2007,0
1780,16290,0,0,4,1780,0,1987,0
3060,7140,0,0,3,3060,0,2006,0
1700,11475,0,0,5,970,730,1945,0
1330,5926,0,0,4,1330,0,1942,1982
3060,5000,0,0,3,3060,0,2001,0
1220,6000,0,0,3,1220,0,1968,1997
1600,9289,0,0,4,1600,0,1959,0
1530,17664,0,0,3,1530,0,1968,1997
1980,13964,0,0,5,1980,0,1959,0
1730,8490,0,0,3,1210,520,1969,2010
1170,6700,0,0,3,1170,0,1957,2000
1950,10766,0,3,4,1160,790,1952,0
1470,20000,0,0,4,1470,0,1968,0
1400,8840,0,0,4,1400,0,1952,0
4040,50479,0,0,3,4040,0,1987,2000
3110,5000,0,0,5,1810,1300,1921,0
1490,4400,0,0,4,1490,0,1906,1990
1770,5750,0,0,3,1770,0,1947,2012
3320,19850,0,2,4,2040,1280,1977,0
950,5316,0,2,3,950,0,1948,1994
2430,5499,0,0,3,2430,0,2002,0
2660,10800,0,0,3,2660,0,1955,2014
2670,11877,0,0,3,2670,0,1996,0
2720,7598,0,0,3,1860,860,1993,0
3200,22651,0,0,5,1610,1590,1970,0
2480,37843,1,3,4,2480,0,1974,0
1780,10395,0,0,3,1780,0,1967,2011
1590,11276,0,0,4,1590,0,1972,0
1550,34175,0,0,3,1550,0,1999,0
2850,14800,0,0,4,1920,930,1976,1992
2600,5875,0,2,5,1600,1000,1929,0
1230,7410,0,0,3,1230,0,1944,0
2080,16117,0,0,5,1740,340,1959,0
3600,6875,0,0,3,2740,860,2004,2003
2110,8751,0,0,3,1510,600,1962,2003
2550,19017,0,0,4,1300,1250,1961,2001
1650,6684,0,0,3,1650,0,1991,0
1370,1221,0,0,3,1080,290,2008,0
1010,7200,0,0,3,1010,0,1975,0
2330,26571,0,0,3,2330,0,1987,2000
620,2475,0,0,5,620,0,1911,1984
2450,12497,0,0,4,2450,0,1967,0
2530,7350,0,0,5,1280,1250,1977,0
2220,4652,0,0,3,2220,0,2001,0
2110,265716,0,0,4,2110,0,1979,0
3690,49709,0,2,3,2690,1000,1960,2012
1940,10200,0,0,4,1140,800,1977,0
2070,7350,0,0,4,2070,0,1977,0
2160,7826,0,0,4,1390,770,1976,1992
2600,9900,0,0,3,1600,1000,1965,1993
2880,4000,0,0,3,2100,780,1912,2000
2260,7200,0,0,4,2260,0,1984,0
3640,6930,0,0,3,3640,0,2004,2003
1530,23660,0,0,3,1530,0,1952,2008
2490,4000,0,0,5,1670,820,1918,0
1440,11787,0,0,3,1440,0,1983,2009
3760,8500,0,3,4,3060,700,1910,0
1720,6975,0,0,3,1420,300,1975,0
2480,16360,0,0,5,1510,970,1959,0
3990,5267,0,0,3,3990,0,2008,0
840,3340,0,0,3,700,140,1912,1994
2270,11989,0,0,4,2270,0,1968,0
2580,5476,0,0,3,2580,0,2005,0
1580,6620,0,0,3,1580,0,1988,2000
950,7954,0,0,4,950,0,1941,1998
3190,5040,0,3,3,2160,1030,2003,0
3740,136915,0,0,3,3100,640,1990,2009
2620,4743,0,2,4,1310,1310,1949,1985
2080,75794,0,0,3,2080,0,1958,2004
1660,3729,0,0,5,970,690,1922,1956
1520,11085,0,0,3,1520,0,1983,2009
1140,27760,0,0,4,1140,0,1981,0
3240,8016,0,0,3,2910,330,2004,2003
2460,41343,0,0,4,2460,0,1988,0
1750,5080,0,0,3,1750,0,1903,2005
2430,5000,0,0,4,1760,670,1945,0
1060,9946,0,0,4,1060,0,1956,0
2410,7479,0,2,3,2410,0,1942,1988
720,8040,0,0,3,720,0,1943,2002
1260,9346,0,0,4,1260,0,1963,0
1640,12384,0,0,4,1090,550,1954,1979
1310,9612,0,0,3,960,350,1962,2003
2120,6290,0,0,4,1220,900,1949,1985
3320,478288,0,3,4,2260,1060,1933,1982
1210,9622,0,1,3,1210,0,1955,2009
2590,12063,0,0,3,2590,0,1993,0
2250,7526,0,0,3,2250,0,1989,0
4040,20001,0,0,3,2020,2020,1972,2001
1090,6710,0,0,5,1090,0,1912,0
1660,15600,0,0,3,1660,0,1981,2013
1780,81021,0,3,4,1780,0,1954,1979
3370,5000,0,2,3,2470,900,2008,0
4480,5000,0,0,5,3420,1060,1902,0
2990,16809,0,0,3,2990,0,1990,2009
2280,19000,0,0,3,2280,0,1924,2011
2480,5500,0,3,3,1730,750,1950,2005
2830,8925,0,0,3,2830,0,1967,2011
920,7569,0,0,4,920,0,1950,1983
3250,16684,0,0,3,3250,0,1979,2014
1240,6417,0,0,5,1240,0,1924,1956
3230,12100,0,0,3,1870,1360,1977,2004
2500,9583,0,0,3,1300,1200,1979,2014
1390,4482,0,0,4,1390,0,1980,0
1940,6654,0,0,4,1940,0,1953,1983
1900,8002,0,0,3,1900,0,1991,0
2380,14500,0,0,4,1850,530,1961,2001
1480,3876,0,0,5,860,620,1928,1970
3460,6738,0,0,3,3460,0,2013,1923
1444,249126,0,0,3,1444,0,2008,0
1930,3031,0,0,3,1200,730,2006,0
1200,2171,0,0,3,1200,0,1933,0
1769,7324,0,0,3,1769,0,2012,1912
2490,4540,0,0,3,2490,0,2012,1912
3060,3898,0,0,3,2300,760,2014,0
3030,6625,0,0,3,3030,0,2011,0
2370,5353,0,0,3,2370,0,2009,0
1370,913,0,0,3,1100,270,2006,0
1500,11968,0,0,3,1500,0,2014,0
1715,6819,0,0,3,1715,0,1995,0
1110,3200,0,0,3,1110,0,1925,2002
2400,8050,0,0,3,2400,0,1998,2006
1520,213444,0,3,5,1520,0,1988,0
3190,10970,0,0,3,3190,0,1994,0
2400,5300,0,0,4,1250,1150,1939,1989
1060,7473,0,0,3,1060,0,1959,1989
1220,15600,0,0,3,1220,0,1972,2002
2020,8424,0,0,4,1380,640,1979,0
2300,7700,0,0,3,1380,920,1959,1989
2300,37533,0,3,5,1550,750,1979,0
1660,1545,0,2,3,1400,260,2002,0
3900,9750,0,4,5,2520,1380,1972,0
1650,12349,0,0,3,1650,0,1957,2000
2110,35091,0,0,4,1290,820,1985,0
1960,6380,0,0,4,980,980,1939,1989
2770,63118,0,0,3,2770,0,1997,0
2440,7350,0,0,3,1610,830,1978,0
1320,8380,0,0,3,1320,0,1953,0
2570,4865,0,0,3,2570,0,2005,0
940,5040,0,0,3,940,0,1926,2003
700,4800,0,0,3,700,0,1922,2008
1400,45738,0,0,4,1400,0,1981,0
1890,7867,0,0,3,1890,0,1996,0
720,11400,0,0,5,720,0,1951,0
2410,8944,0,0,4,1860,550,1967,0
1630,7950,0,0,3,1320,310,1985,0
2330,14322,0,0,4,1180,1150,1968,0
1330,10838,0,0,3,1330,0,1985,0
3190,11597,0,0,3,2300,890,1984,0
1400,6300,0,0,3,1400,0,1998,2006
970,9583,0,0,4,970,0,1967,0
1010,9600,0,0,5,1010,0,1969,0
3580,54450,0,0,3,3580,0,1990,2009
1050,2570,0,0,5,850,200,1927,0
2500,7200,0,0,4,1490,1010,1977,0
2630,4896,0,0,3,2630,0,2006,0
6640,53330,0,0,3,6640,0,1993,0
910,8789,0,0,3,910,0,1966,1963
2610,35000,0,0,3,2610,0,1988,2000
1720,6194,0,0,3,1720,0,1998,2006
3650,13297,0,0,5,2750,900,1969,0
2040,22693,0,0,4,2040,0,1980,0
3260,24300,0,1,4,2310,950,1950,1983
1590,8911,0,0,3,1590,0,1956,2001
1440,7100,0,0,3,1440,0,1906,2014
900,3400,0,0,5,900,0,1905,0
3120,4240,0,2,4,2090,1030,1993,0
1060,1536,0,0,3,1060,0,2000,0
3000,9793,0,0,3,3000,0,2002,0
2230,5348,0,0,3,2230,0,2000,0
1890,5000,0,0,3,1090,800,1906,2014
4150,16197,0,0,3,4150,0,2006,0
1780,10409,0,0,3,1280,500,1981,2013
2710,6583,0,0,3,2710,0,2003,0
4390,13833,0,3,3,3320,1070,2003,0
1640,4080,0,0,5,1540,100,1916,0
1670,4800,0,3,3,1670,0,1903,2005
2570,10431,0,0,3,2570,0,1989,0
1500,3420,0,0,3,1500,0,1902,0
2710,19000,0,3,4,2710,0,1950,1983
2860,48351,0,0,3,1710,1150,1978,0
840,40642,1,4,4,840,0,1937,0
2990,8913,0,0,4,2990,0,1991,0
1170,6757,0,0,4,800,370,1944,0
1200,6240,0,0,3,1030,170,1952,2008
1020,8100,0,0,3,1020,0,1940,1996
910,8155,0,0,4,910,0,1948,0
700,2500,0,0,4,700,0,1907,0
2420,37800,0,0,4,1880,540,1981,0
1950,8712,0,0,3,1950,0,1960,2012
3060,6000,0,0,3,3060,0,2012,1912
1390,18000,0,0,3,1390,0,1955,2013
1200,1687,0,0,3,1200,0,2008,0
2440,4153,0,0,3,2440,0,2003,0
2310,3075,0,0,3,1730,580,2005,0
2600,64626,0,0,3,2600,0,2009,0
1490,1212,0,0,3,1040,450,2011,0
2432,9391,0,2,3,2432,0,2005,0
3610,8580,0,0,3,3610,0,2014,0
2530,10000,0,0,3,2530,0,2013,1923
2790,5527,0,0,3,2790,0,2014,0
1670,4440,0,0,3,1670,0,2014,0
1170,1456,0,0,3,1070,100,2007,0
1350,942,0,0,3,1350,0,2008,0
1110,1773,0,0,3,1110,0,2014,0
1100,638,0,0,3,1100,0,2014,0
2820,7200,0,0,4,2460,360,1930,0
1040,8128,0,0,3,1040,0,1983,2009
1910,3376,0,0,3,1910,0,1980,0
1370,8499,0,0,3,1370,0,1949,1998
1500,5000,0,0,4,1140,360,1927,0
1200,9087,0,0,5,1200,0,1969,0
1050,2542,0,0,3,880,170,1904,0
2670,16777,0,0,4,1620,1050,1920,0
2190,11500,0,0,4,1430,760,1972,0
3130,40918,0,0,3,3130,0,1994,0
1700,9100,0,0,3,1160,540,1998,2006
1700,17355,0,0,3,1200,500,1978,0
1360,1275,0,0,3,1240,120,2007,0
1610,15005,0,0,4,1610,0,1986,0
2130,6222,0,0,3,1300,830,1991,0
1800,7650,0,0,5,1800,0,1957,0
2950,15540,0,0,4,2120,830,1974,0
2120,54014,0,0,4,2120,0,1964,0
3500,7048,0,0,3,3500,0,2005,0
1440,9220,0,0,3,1440,0,1965,1993
2120,3360,0,0,3,2120,0,1905,2010
1780,2067,0,0,5,1780,0,1974,0
960,8153,0,0,3,960,0,1947,2012
1510,4980,0,0,3,1510,0,2006,0
1010,5750,0,0,3,1010,0,1911,1948
3790,5001,0,0,3,2810,980,1989,0
3600,8666,0,0,4,2400,1200,1948,0
1300,7030,0,0,3,1300,0,1968,1997
2500,4046,0,0,4,1520,980,1940,2001
2090,10733,0,0,3,1440,650,1958,2004
2200,14630,0,1,3,2200,0,1948,2003
2070,15002,0,0,3,2070,0,1955,2013
1320,7341,0,0,3,1320,0,1982,0
1360,60548,0,0,3,960,400,1960,2012
930,7623,0,0,2,930,0,1942,0
1760,8584,0,0,5,1760,0,1937,0
1410,8100,0,0,3,1410,0,1985,0
2570,7859,0,0,3,2570,0,1992,0
1300,14197,0,0,3,860,440,1996,0
1580,6300,0,0,3,1180,400,1925,2002
2960,6031,0,0,3,2960,0,2005,0
2330,3497,0,0,3,1920,410,2003,0
2070,39446,0,0,3,1470,600,1977,2004
970,5750,0,0,4,970,0,1932,1958
2310,7200,0,0,3,2310,0,1990,2009
2290,11173,0,0,4,2290,0,1988,0
1720,9600,0,0,4,1220,500,1967,0
1190,3400,0,0,3,990,200,1919,2001
870,5750,0,0,4,870,0,1947,1988
1068,1758,0,0,3,1068,0,1990,2009
2140,10316,0,0,3,2140,0,1993,0
3300,165528,0,0,3,3300,0,1984,0
4830,8050,0,2,4,3710,1120,1914,1945
2820,6589,0,0,3,2320,500,1906,2014
2440,9664,0,0,3,1890,550,1981,2013
1800,3245,0,0,4,1800,0,1929,0
1010,8800,0,0,4,1010,0,1954,1979
3220,4392,0,0,4,2320,900,1931,0
5000,26540,0,3,3,3410,1590,2008,0
1200,24792,0,0,2,1200,0,1976,0
1470,4322,0,0,3,1470,0,1985,0
2600,4506,0,0,3,2600,0,2003,0
2750,128502,0,0,2,1500,1250,1958,0
1320,9967,0,0,3,940,380,1919,2001
3350,4007,0,0,3,2550,800,2005,0
2650,2387,0,0,3,1830,820,1920,1979
1860,10856,0,0,3,1260,600,1952,2008
960,8855,0,0,4,960,0,1958,1972
2010,6300,0,2,5,1610,400,1937,0
900,28800,0,0,1,900,0,1928,0
2340,11784,0,0,3,2340,0,1997,0
3720,15048,0,0,3,3720,0,1979,2014
1890,29185,0,0,3,1470,420,1949,2013
2680,12215,1,4,3,1590,1090,1956,2001
1460,1613,0,0,3,1180,280,2007,0
3180,7904,0,0,3,1810,1370,2006,0
1980,15086,0,0,3,1980,0,1981,2013
1090,934,0,0,3,1090,0,2008,0
2230,5970,0,0,4,2230,0,2002,0
3330,9143,0,0,4,3330,0,1995,0
1880,3840,0,0,3,970,910,1904,0
2870,5700,0,0,3,1950,920,1964,2000
2120,9786,0,0,3,1640,480,1967,2011
2700,6998,0,0,3,2700,0,2001,0
3670,7680,0,0,3,3670,0,2007,0
1220,1330,0,0,3,1010,210,2008,0
4390,11250,0,0,3,4390,0,2007,0
3560,5265,0,0,3,3560,0,2014,0
3530,8589,0,0,3,3530,0,2007,0
2280,5000,0,0,3,2280,0,2006,0
4350,7965,0,0,3,4350,0,2013,1923
3830,221284,0,0,3,3530,300,1993,0
2050,13303,0,0,3,2050,0,1993,0
3660,39478,0,2,4,3260,400,1989,0
3350,46748,0,0,3,3350,0,2004,2003
1270,3600,0,0,3,1270,0,1963,2008
3400,3850,0,0,3,2790,610,2008,0
1200,8514,0,0,3,1200,0,1959,1989
2200,11000,0,2,3,2200,0,1978,0
1680,11312,0,0,3,1080,600,1959,1989
3840,8279,0,0,3,3840,0,2001,0
950,4500,0,2,3,850,100,1926,2003
2280,42077,0,0,3,2280,0,1994,0
1970,6600,0,0,3,1970,0,1987,2000
1620,9310,0,0,4,1620,0,1967,0
2600,7200,0,0,3,2600,0,1962,2002
1250,3825,0,0,3,850,400,1929,0
2130,5080,0,0,3,2130,0,1914,1993
2550,8976,0,0,5,1300,1250,1978,0
1150,6000,0,0,3,1150,0,1927,2011
1040,9000,0,0,4,1040,0,1967,0
3340,10422,0,0,3,3340,0,1996,0
2630,9420,0,0,5,2510,120,1900,0
1640,3896,0,0,3,1640,0,1994,0
770,7906,0,0,4,770,0,1948,0
4350,112750,0,0,3,2200,2150,2006,0
1700,5846,0,0,3,1700,0,1957,2000
2050,9580,0,0,3,1400,650,1984,0
1660,5128,0,0,3,1660,0,2001,0
1990,9594,0,0,3,1190,800,1977,2004
7050,42840,0,2,4,4320,2730,1978,2000
1770,7000,0,0,3,1770,0,1986,0
2440,47916,0,0,3,2090,350,1991,0
2620,51354,0,0,3,2620,0,1998,2006
2440,11005,0,0,3,2440,0,1994,0
1080,7775,0,0,3,1080,0,1955,2005
1090,10710,0,0,4,1090,0,1962,0
1400,13775,0,0,3,1400,0,1963,2008
2010,7200,0,0,3,2010,0,1994,0
1640,12855,0,0,5,1500,140,1920,0
3290,5029,0,0,3,3290,0,2004,2003
2510,14878,0,0,3,2510,0,1990,2009
860,6050,0,0,3,860,0,1952,2008
2840,12866,0,0,4,1780,1060,1977,0
1750,7020,0,0,3,1750,0,1934,1978
